ticket_id,customer_id,customer_name,email,issue_category,channel,resolution,response_time_hrs,timestamp
T22544,C1901,Morgan Anderson,morgan.anderson@example.com,Technical,Social Media,Unresolved,70.06,22-03-2023 00:00
T22545,C1101,Morgan Garcia,morgan.garcia@example.com,Account Access,Social Media,Unresolved,8.66,24-09-2023 00:00
T22546,C1536,Taylor Garcia,taylor.garcia@example.com,Account Access,Social Media,Resolved,50.42,22-06-2023 00:00
T22547,C1438,Jamie Lee,jamie.lee@example.com,Shipping,Email,Unresolved,43.98,15-01-2023 00:00
T22548,C1464,Jordan Lee,jordan.lee@example.com,Account Access,Chat,Unresolved,36.77,12-11-2023 00:00
T22549,C1901,Jamie White,jamie.white@example.com,Shipping,Phone,Escalated,0.92,03-07-2023 00:00
T22550,C1205,Taylor Anderson,taylor.anderson@example.com,Shipping,Phone,Unresolved,21.5,04-05-2023 00:00
T22551,C1088,Skyler Johnson,skyler.johnson@example.com,Shipping,Chat,Resolved,38.69,17-08-2023 00:00
T22552,C1329,Alex Smith,alex.smith@example.com,Shipping,Chat,Pending,7.49,19-09-2023 00:00
T22553,C1269,Dakota Anderson,dakota.anderson@example.com,Returns,Chat,Escalated,8.52,19-04-2023 00:00
T22554,C1758,Jamie Smith,jamie.smith@example.com,Account Access,Chat,Escalated,46.27,05-07-2023 00:00
T22555,C1199,Taylor Clark,taylor.clark@example.com,Technical,Chat,Unresolved,15.92,17-04-2023 00:00
T22556,C1307,Skyler Martin,skyler.martin@example.com,Billing,Email,Pending,24.74,08-07-2023 00:00
T22557,C1216,Skyler Clark,skyler.clark@example.com,Technical,Social Media,Resolved,64.56,10-06-2023 00:00
T22558,C1524,Morgan White,morgan.white@example.com,Returns,Social Media,Pending,63.1,31-07-2023 00:00
T22559,C1227,Jamie Anderson,jamie.anderson@example.com,Product Inquiry,Phone,Resolved,61.65,27-10-2023 00:00
T22560,C1428,Taylor Smith,taylor.smith@example.com,Product Inquiry,Social Media,Resolved,32.19,01-10-2023 00:00
T22561,C1226,Casey Anderson,casey.anderson@example.com,Account Access,Email,Unresolved,67.41,11-02-2023 00:00
T22562,C1327,Jamie Garcia,jamie.garcia@example.com,Product Inquiry,Phone,Unresolved,9.44,15-02-2023 00:00
T22563,C1435,Morgan Taylor,morgan.taylor@example.com,Account Access,Phone,Unresolved,47.38,02-07-2023 00:00
T22564,C1610,Dakota Brown,dakota.brown@example.com,Shipping,Email,Pending,9.12,28-01-2023 00:00
T22565,C1007,Alex Johnson,alex.johnson@example.com,Product Inquiry,Chat,Unresolved,24.28,27-09-2023 00:00
T22566,C1054,Riley Martin,riley.martin@example.com,Technical,Email,Pending,20.35,21-05-2023 00:00
T22567,C1678,Casey Clark,casey.clark@example.com,Account Access,Phone,Unresolved,36.59,13-07-2023 00:00
T22568,C1037,Taylor Smith,taylor.smith@example.com,Billing,Email,Resolved,16.43,29-12-2023 00:00
T22569,C1130,Casey Garcia,casey.garcia@example.com,Shipping,Social Media,Resolved,58.19,08-06-2023 00:00
T22570,C1639,Dakota White,dakota.white@example.com,Billing,Phone,Pending,12.03,15-04-2023 00:00
T22571,C1930,Morgan Martin,morgan.martin@example.com,Shipping,Email,Pending,14.21,14-04-2023 00:00
T22572,C1858,Dakota Anderson,dakota.anderson@example.com,Technical,Chat,Escalated,58.83,04-07-2023 00:00
T22573,C1725,Dakota Brown,dakota.brown@example.com,Billing,Social Media,Pending,2.68,16-10-2023 00:00
T22574,C1843,Taylor Smith,taylor.smith@example.com,Technical,Email,Pending,56.73,26-09-2023 00:00
T22575,C1230,Jordan Garcia,jordan.garcia@example.com,Technical,Phone,Unresolved,30.07,05-05-2023 00:00
T22576,C1724,Jordan Johnson,jordan.johnson@example.com,Returns,Chat,Unresolved,10.69,08-05-2023 00:00
T22577,C1152,Chris Johnson,chris.johnson@example.com,Technical,Phone,Pending,18.51,03-02-2023 00:00
T22578,C1134,Dakota Clark,dakota.clark@example.com,Technical,Chat,Escalated,58.85,18-11-2023 00:00
T22579,C1761,Chris Brown,chris.brown@example.com,Account Access,Phone,Escalated,31.8,29-09-2023 00:00
T22580,C1641,Riley White,riley.white@example.com,Product Inquiry,Email,Resolved,19.66,24-02-2023 00:00
T22581,C1228,Morgan Clark,morgan.clark@example.com,Shipping,Chat,Escalated,53.07,06-11-2023 00:00
T22582,C1093,Skyler Johnson,skyler.johnson@example.com,Returns,Social Media,Unresolved,44.67,27-05-2023 00:00
T22583,C1385,Taylor Garcia,taylor.garcia@example.com,Account Access,Social Media,Resolved,29.72,25-02-2023 00:00
T22584,C1029,Dakota Garcia,dakota.garcia@example.com,Technical,Phone,Resolved,45.87,23-08-2023 00:00
T22585,C1990,Casey Clark,casey.clark@example.com,Returns,Chat,Pending,55.44,09-07-2023 00:00
T22586,C1933,Casey Johnson,casey.johnson@example.com,Returns,Chat,Escalated,47.32,23-04-2023 00:00
T22587,C1792,Casey White,casey.white@example.com,Account Access,Email,Pending,5.16,27-12-2023 00:00
T22588,C1578,Chris Clark,chris.clark@example.com,Product Inquiry,Chat,Pending,28.42,20-12-2023 00:00
T22589,C1543,Casey Brown,casey.brown@example.com,Technical,Chat,Escalated,14.76,19-11-2023 00:00
T22590,C1717,Skyler White,skyler.white@example.com,Technical,Chat,Unresolved,51.44,17-02-2023 00:00
T22591,C1950,Jordan Smith,jordan.smith@example.com,Account Access,Chat,Escalated,15.06,18-12-2023 00:00
T22592,C1052,Alex Martin,alex.martin@example.com,Shipping,Chat,Resolved,8.39,18-08-2023 00:00
T22593,C1291,Riley Martin,riley.martin@example.com,Technical,Phone,Unresolved,53.68,14-09-2023 00:00
T22594,C1953,Skyler Taylor,skyler.taylor@example.com,Technical,Email,Resolved,43.83,15-07-2023 00:00
T22595,C1533,Taylor Garcia,taylor.garcia@example.com,Technical,Chat,Unresolved,63.97,01-01-2023 00:00
T22596,C1753,Alex Brown,alex.brown@example.com,Shipping,Email,Unresolved,12.78,28-09-2023 00:00
T22597,C1198,Chris Clark,chris.clark@example.com,Product Inquiry,Email,Escalated,58.27,29-07-2023 00:00
T22598,C1605,Dakota Brown,dakota.brown@example.com,Technical,Social Media,Escalated,15.55,30-12-2023 00:00
T22599,C1172,Taylor Clark,taylor.clark@example.com,Product Inquiry,Social Media,Pending,23.75,14-10-2023 00:00
T22600,C1957,Taylor White,taylor.white@example.com,Product Inquiry,Email,Escalated,40.96,25-08-2023 00:00
T22601,C1765,Taylor Johnson,taylor.johnson@example.com,Technical,Chat,Resolved,65.12,16-06-2023 00:00
T22602,C1986,Jamie Smith,jamie.smith@example.com,Returns,Social Media,Unresolved,44.6,09-06-2023 00:00
T22603,C1095,Taylor Taylor,taylor.taylor@example.com,Account Access,Chat,Pending,53.57,23-02-2023 00:00
T22604,C1663,Taylor Anderson,taylor.anderson@example.com,Technical,Email,Unresolved,66.74,29-07-2023 00:00
T22605,C1678,Taylor Lee,taylor.lee@example.com,Shipping,Email,Escalated,48.26,02-08-2023 00:00
T22606,C1195,Jordan Garcia,jordan.garcia@example.com,Technical,Social Media,Resolved,46.71,27-04-2023 00:00
T22607,C1745,Dakota Johnson,dakota.johnson@example.com,Product Inquiry,Phone,Escalated,16.18,21-01-2023 00:00
T22608,C1554,Casey Martin,casey.martin@example.com,Shipping,Email,Escalated,4.23,23-11-2023 00:00
T22609,C1110,Alex Brown,alex.brown@example.com,Shipping,Chat,Resolved,19.85,23-02-2023 00:00
T22610,C1128,Skyler White,skyler.white@example.com,Billing,Social Media,Escalated,38.15,20-01-2023 00:00
T22611,C1136,Jamie Garcia,jamie.garcia@example.com,Account Access,Social Media,Resolved,53.8,28-01-2023 00:00
T22612,C1221,Taylor Garcia,taylor.garcia@example.com,Account Access,Email,Unresolved,53.62,28-05-2023 00:00
T22613,C1624,Dakota Smith,dakota.smith@example.com,Product Inquiry,Phone,Resolved,26.06,12-01-2023 00:00
T22614,C1426,Morgan Taylor,morgan.taylor@example.com,Product Inquiry,Social Media,Resolved,13.4,12-08-2023 00:00
T22615,C1877,Jamie Taylor,jamie.taylor@example.com,Technical,Email,Escalated,22.74,22-07-2023 00:00
T22616,C1947,Skyler Lee,skyler.lee@example.com,Product Inquiry,Phone,Escalated,46.95,11-04-2023 00:00
T22617,C1595,Skyler Johnson,skyler.johnson@example.com,Product Inquiry,Chat,Resolved,64.73,23-11-2023 00:00
T22618,C1649,Dakota Garcia,dakota.garcia@example.com,Shipping,Email,Unresolved,52.75,30-07-2023 00:00
T22619,C1432,Dakota Clark,dakota.clark@example.com,Returns,Social Media,Escalated,7.37,31-10-2023 00:00
T22620,C1035,Taylor Clark,taylor.clark@example.com,Product Inquiry,Email,Escalated,71.89,16-12-2023 00:00
T22621,C1374,Dakota White,dakota.white@example.com,Shipping,Email,Escalated,35.82,29-08-2023 00:00
T22622,C1605,Casey Taylor,casey.taylor@example.com,Product Inquiry,Chat,Escalated,6.22,20-06-2023 00:00
T22623,C1777,Taylor Johnson,taylor.johnson@example.com,Billing,Phone,Resolved,16.18,19-03-2023 00:00
T22624,C1772,Jamie Lee,jamie.lee@example.com,Product Inquiry,Phone,Unresolved,54.03,24-04-2023 00:00
T22625,C1410,Morgan Garcia,morgan.garcia@example.com,Technical,Phone,Unresolved,63.69,15-04-2023 00:00
T22626,C1362,Morgan Clark,morgan.clark@example.com,Product Inquiry,Chat,Pending,8.49,09-06-2023 00:00
T22627,C1061,Skyler Martin,skyler.martin@example.com,Account Access,Chat,Unresolved,62.56,13-06-2023 00:00
T22628,C1172,Chris Clark,chris.clark@example.com,Returns,Chat,Pending,46.46,22-03-2023 00:00
T22629,C1511,Jordan Taylor,jordan.taylor@example.com,Product Inquiry,Email,Resolved,3.54,16-08-2023 00:00
T22630,C1296,Casey Brown,casey.brown@example.com,Shipping,Email,Escalated,67.06,28-02-2023 00:00
T22631,C1428,Dakota Clark,dakota.clark@example.com,Shipping,Phone,Pending,5.98,22-07-2023 00:00
T22632,C1813,Chris Martin,chris.martin@example.com,Shipping,Email,Unresolved,34.02,17-11-2023 00:00
T22633,C1100,Alex Smith,alex.smith@example.com,Billing,Social Media,Pending,5.5,04-12-2023 00:00
T22634,C1395,Dakota Smith,dakota.smith@example.com,Returns,Email,Resolved,17.73,24-10-2023 00:00
T22635,C1293,Chris Lee,chris.lee@example.com,Technical,Social Media,Unresolved,61.53,31-12-2023 00:00
T22636,C1275,Riley Anderson,riley.anderson@example.com,Account Access,Email,Unresolved,70.58,06-12-2023 00:00
T22637,C1722,Jamie Taylor,jamie.taylor@example.com,Product Inquiry,Chat,Unresolved,18.07,16-03-2023 00:00
T22638,C1120,Dakota Martin,dakota.martin@example.com,Technical,Email,Pending,46.71,12-03-2023 00:00
T22639,C1505,Jamie Smith,jamie.smith@example.com,Returns,Social Media,Escalated,49.67,23-11-2023 00:00
T22640,C1853,Skyler Smith,skyler.smith@example.com,Technical,Email,Escalated,49.46,07-06-2023 00:00
T22641,C1105,Skyler Garcia,skyler.garcia@example.com,Technical,Phone,Resolved,55.25,28-07-2023 00:00
T22642,C1364,Morgan Johnson,morgan.johnson@example.com,Technical,Chat,Unresolved,67.91,11-12-2023 00:00
T22643,C1344,Chris Anderson,chris.anderson@example.com,Account Access,Chat,Pending,61.78,12-10-2023 00:00
T22644,C1846,Alex Garcia,alex.garcia@example.com,Returns,Social Media,Pending,20.01,25-05-2023 00:00
T22645,C1412,Alex Taylor,alex.taylor@example.com,Product Inquiry,Phone,Resolved,53.14,03-06-2023 00:00
T22646,C1117,Jordan Taylor,jordan.taylor@example.com,Technical,Social Media,Pending,24.1,15-10-2023 00:00
T22647,C1983,Jordan Smith,jordan.smith@example.com,Technical,Email,Escalated,23.72,21-12-2023 00:00
T22648,C1168,Morgan Lee,morgan.lee@example.com,Returns,Email,Resolved,16.8,21-11-2023 00:00
T22649,C1402,Casey Taylor,casey.taylor@example.com,Billing,Chat,Pending,37.12,05-01-2023 00:00
T22650,C1679,Jamie Taylor,jamie.taylor@example.com,Returns,Email,Resolved,37.33,09-01-2023 00:00
T22651,C1580,Dakota Johnson,dakota.johnson@example.com,Account Access,Phone,Unresolved,12.28,04-09-2023 00:00
T22652,C1748,Dakota Taylor,dakota.taylor@example.com,Returns,Chat,Unresolved,7.69,19-09-2023 00:00
T22653,C1878,Alex Anderson,alex.anderson@example.com,Shipping,Email,Unresolved,71.47,19-07-2023 00:00
T22654,C1043,Alex Anderson,alex.anderson@example.com,Shipping,Social Media,Unresolved,71.15,11-09-2023 00:00
T22655,C1809,Alex Martin,alex.martin@example.com,Returns,Social Media,Pending,6.17,27-05-2023 00:00
T22656,C1881,Dakota Clark,dakota.clark@example.com,Shipping,Email,Unresolved,36.98,27-05-2023 00:00
T22657,C1076,Jordan Clark,jordan.clark@example.com,Shipping,Chat,Unresolved,20.81,14-05-2023 00:00
T22658,C1265,Jamie Martin,jamie.martin@example.com,Account Access,Social Media,Resolved,33.28,08-10-2023 00:00
T22659,C1319,Morgan Martin,morgan.martin@example.com,Technical,Chat,Pending,36.48,27-11-2023 00:00
T22660,C1473,Chris Brown,chris.brown@example.com,Account Access,Email,Resolved,15.99,13-01-2023 00:00
T22661,C1783,Jordan Anderson,jordan.anderson@example.com,Account Access,Email,Resolved,67.96,27-04-2023 00:00
T22662,C1241,Riley Lee,riley.lee@example.com,Product Inquiry,Phone,Unresolved,9.05,04-06-2023 00:00
T22663,C1599,Taylor Taylor,taylor.taylor@example.com,Technical,Social Media,Pending,30.6,24-08-2023 00:00
T22664,C1800,Taylor Clark,taylor.clark@example.com,Technical,Email,Escalated,37.16,08-12-2023 00:00
T22665,C1563,Chris Clark,chris.clark@example.com,Shipping,Phone,Pending,45.69,18-10-2023 00:00
T22666,C1186,Taylor Brown,taylor.brown@example.com,Technical,Email,Unresolved,8.68,26-12-2023 00:00
T22667,C1254,Chris Taylor,chris.taylor@example.com,Account Access,Chat,Resolved,57.9,06-05-2023 00:00
T22668,C1179,Skyler White,skyler.white@example.com,Shipping,Social Media,Escalated,1.23,08-02-2023 00:00
T22669,C1598,Dakota Anderson,dakota.anderson@example.com,Billing,Chat,Resolved,46.69,30-03-2023 00:00
T22670,C1193,Casey Martin,casey.martin@example.com,Returns,Social Media,Unresolved,46.6,20-07-2023 00:00
T22671,C1830,Casey Johnson,casey.johnson@example.com,Account Access,Chat,Resolved,3.4,24-06-2023 00:00
T22672,C1167,Skyler White,skyler.white@example.com,Technical,Email,Escalated,14.97,30-04-2023 00:00
T22673,C1344,Chris Lee,chris.lee@example.com,Account Access,Social Media,Resolved,53.34,04-04-2023 00:00
T22674,C1314,Skyler Anderson,skyler.anderson@example.com,Technical,Email,Escalated,12.69,01-05-2023 00:00
T22675,C1827,Riley Lee,riley.lee@example.com,Billing,Phone,Unresolved,36.82,04-12-2023 00:00
T22676,C1667,Riley Anderson,riley.anderson@example.com,Product Inquiry,Email,Resolved,55.8,09-03-2023 00:00
T22677,C1248,Casey Martin,casey.martin@example.com,Product Inquiry,Email,Unresolved,41.32,09-07-2023 00:00
T22678,C1622,Riley Martin,riley.martin@example.com,Billing,Email,Unresolved,39.4,24-06-2023 00:00
T22679,C1606,Riley Anderson,riley.anderson@example.com,Billing,Chat,Escalated,63.91,05-02-2023 00:00
T22680,C1630,Riley Martin,riley.martin@example.com,Shipping,Chat,Unresolved,71.53,15-06-2023 00:00
T22681,C1735,Jamie Smith,jamie.smith@example.com,Shipping,Phone,Resolved,6.91,14-09-2023 00:00
T22682,C1354,Taylor Clark,taylor.clark@example.com,Technical,Social Media,Pending,64.17,14-11-2023 00:00
T22683,C1382,Skyler Garcia,skyler.garcia@example.com,Returns,Phone,Pending,61.32,23-06-2023 00:00
T22684,C1158,Taylor Johnson,taylor.johnson@example.com,Account Access,Social Media,Pending,1.9,27-12-2023 00:00
T22685,C1221,Chris Taylor,chris.taylor@example.com,Product Inquiry,Email,Resolved,6.91,07-10-2023 00:00
T22686,C1050,Jordan Lee,jordan.lee@example.com,Returns,Email,Unresolved,62.19,05-01-2023 00:00
T22687,C1821,Jamie Taylor,jamie.taylor@example.com,Product Inquiry,Phone,Escalated,66.54,18-01-2023 00:00
T22688,C1655,Jordan White,jordan.white@example.com,Technical,Email,Resolved,8.6,28-09-2023 00:00
T22689,C1841,Chris Johnson,chris.johnson@example.com,Billing,Phone,Resolved,36.55,29-03-2023 00:00
T22690,C1005,Jordan Brown,jordan.brown@example.com,Shipping,Social Media,Resolved,27.15,17-07-2023 00:00
T22691,C1092,Dakota White,dakota.white@example.com,Account Access,Email,Unresolved,45.23,31-12-2023 00:00
T22692,C1219,Casey Lee,casey.lee@example.com,Returns,Chat,Escalated,43.48,11-07-2023 00:00
T22693,C1328,Taylor Garcia,taylor.garcia@example.com,Billing,Chat,Escalated,56.98,04-05-2023 00:00
T22694,C1906,Riley Brown,riley.brown@example.com,Billing,Phone,Unresolved,21.04,05-08-2023 00:00
T22695,C1707,Morgan Anderson,morgan.anderson@example.com,Product Inquiry,Email,Escalated,38.6,02-04-2023 00:00
T22696,C1951,Morgan Smith,morgan.smith@example.com,Account Access,Social Media,Pending,34.97,27-02-2023 00:00
T22697,C1078,Jordan Johnson,jordan.johnson@example.com,Product Inquiry,Social Media,Unresolved,67.45,13-02-2023 00:00
T22698,C1543,Taylor Smith,taylor.smith@example.com,Product Inquiry,Email,Pending,55.93,08-11-2023 00:00
T22699,C1404,Jamie Taylor,jamie.taylor@example.com,Shipping,Chat,Unresolved,39.02,12-09-2023 00:00
T22700,C1753,Jordan Smith,jordan.smith@example.com,Returns,Chat,Pending,51.78,07-05-2023 00:00
T22701,C1709,Casey Martin,casey.martin@example.com,Product Inquiry,Email,Unresolved,13.58,26-06-2023 00:00
T22702,C1748,Chris Taylor,chris.taylor@example.com,Returns,Phone,Escalated,39.32,12-01-2023 00:00
T22703,C1559,Riley Smith,riley.smith@example.com,Technical,Social Media,Pending,55.71,27-05-2023 00:00
T22704,C1622,Morgan Garcia,morgan.garcia@example.com,Shipping,Social Media,Pending,16.28,02-06-2023 00:00
T22705,C1135,Chris Johnson,chris.johnson@example.com,Returns,Chat,Escalated,44.96,02-03-2023 00:00
T22706,C1129,Chris Anderson,chris.anderson@example.com,Returns,Phone,Pending,66.24,10-11-2023 00:00
T22707,C1774,Dakota Clark,dakota.clark@example.com,Product Inquiry,Email,Pending,26.05,12-05-2023 00:00
T22708,C1388,Morgan Johnson,morgan.johnson@example.com,Account Access,Chat,Unresolved,54.02,13-01-2023 00:00
T22709,C1411,Jamie Anderson,jamie.anderson@example.com,Account Access,Email,Escalated,38.17,16-12-2023 00:00
T22710,C1119,Chris Clark,chris.clark@example.com,Returns,Social Media,Escalated,44.06,18-03-2023 00:00
T22711,C1686,Casey Martin,casey.martin@example.com,Shipping,Phone,Escalated,9.75,22-06-2023 00:00
T22712,C1026,Skyler Garcia,skyler.garcia@example.com,Product Inquiry,Phone,Resolved,67.47,13-12-2023 00:00
T22713,C1364,Taylor Smith,taylor.smith@example.com,Account Access,Phone,Escalated,64.05,24-09-2023 00:00
T22714,C1932,Alex Clark,alex.clark@example.com,Billing,Social Media,Pending,11.5,21-02-2023 00:00
T22715,C1272,Taylor Johnson,taylor.johnson@example.com,Technical,Chat,Unresolved,46.11,23-12-2023 00:00
T22716,C1359,Riley Taylor,riley.taylor@example.com,Returns,Chat,Pending,20.09,04-08-2023 00:00
T22717,C1737,Morgan White,morgan.white@example.com,Shipping,Social Media,Resolved,34.63,18-11-2023 00:00
T22718,C1834,Skyler Clark,skyler.clark@example.com,Product Inquiry,Social Media,Unresolved,10.85,30-07-2023 00:00
T22719,C1555,Jordan Lee,jordan.lee@example.com,Billing,Email,Pending,42.29,27-07-2023 00:00
T22720,C1042,Jordan White,jordan.white@example.com,Product Inquiry,Chat,Unresolved,69.01,29-08-2023 00:00
T22721,C1958,Jordan Clark,jordan.clark@example.com,Product Inquiry,Social Media,Pending,27.27,24-06-2023 00:00
T22722,C1789,Jordan Lee,jordan.lee@example.com,Returns,Chat,Escalated,31.63,16-10-2023 00:00
T22723,C1532,Skyler Garcia,skyler.garcia@example.com,Product Inquiry,Chat,Pending,12.34,24-11-2023 00:00
T22724,C1282,Skyler Garcia,skyler.garcia@example.com,Account Access,Email,Pending,34.68,06-02-2023 00:00
T22725,C1161,Chris Johnson,chris.johnson@example.com,Account Access,Social Media,Resolved,12.82,15-02-2023 00:00
T22726,C1104,Alex Taylor,alex.taylor@example.com,Shipping,Chat,Resolved,41.47,29-03-2023 00:00
T22727,C1323,Riley Smith,riley.smith@example.com,Billing,Chat,Unresolved,11.81,25-03-2023 00:00
T22728,C1728,Jamie Brown,jamie.brown@example.com,Shipping,Chat,Escalated,14.39,27-05-2023 00:00
T22729,C1407,Taylor Johnson,taylor.johnson@example.com,Product Inquiry,Social Media,Escalated,64.44,06-10-2023 00:00
T22730,C1380,Chris Taylor,chris.taylor@example.com,Product Inquiry,Phone,Unresolved,63.13,21-10-2023 00:00
T22731,C1558,Jordan Johnson,jordan.johnson@example.com,Account Access,Social Media,Escalated,68.99,27-05-2023 00:00
T22732,C1338,Riley Smith,riley.smith@example.com,Product Inquiry,Email,Pending,35.3,11-01-2023 00:00
T22733,C1952,Casey Lee,casey.lee@example.com,Returns,Phone,Resolved,58.97,29-09-2023 00:00
T22734,C1218,Jordan Lee,jordan.lee@example.com,Account Access,Email,Escalated,65.95,02-07-2023 00:00
T22735,C1819,Taylor Brown,taylor.brown@example.com,Billing,Email,Unresolved,57.13,19-01-2023 00:00
T22736,C1081,Alex Johnson,alex.johnson@example.com,Returns,Email,Unresolved,23.98,30-06-2023 00:00
T22737,C1615,Casey Taylor,casey.taylor@example.com,Account Access,Social Media,Resolved,55.62,04-09-2023 00:00
T22738,C1494,Dakota Martin,dakota.martin@example.com,Shipping,Chat,Escalated,49.84,21-12-2023 00:00
T22739,C1652,Casey Clark,casey.clark@example.com,Product Inquiry,Chat,Resolved,50.81,06-01-2023 00:00
T22740,C1660,Jordan Martin,jordan.martin@example.com,Account Access,Phone,Escalated,49.92,19-10-2023 00:00
T22741,C1409,Riley Clark,riley.clark@example.com,Account Access,Phone,Unresolved,44.04,22-08-2023 00:00
T22742,C1315,Morgan Martin,morgan.martin@example.com,Product Inquiry,Phone,Resolved,28.26,19-09-2023 00:00
T22743,C1616,Riley Taylor,riley.taylor@example.com,Account Access,Email,Resolved,60.92,19-05-2023 00:00
T22744,C1455,Casey White,casey.white@example.com,Account Access,Social Media,Unresolved,54.56,25-08-2023 00:00
T22745,C1877,Riley Brown,riley.brown@example.com,Billing,Phone,Resolved,63.09,06-08-2023 00:00
T22746,C1015,Skyler Clark,skyler.clark@example.com,Returns,Phone,Escalated,26.9,08-07-2023 00:00
T22747,C1657,Morgan Martin,morgan.martin@example.com,Product Inquiry,Social Media,Pending,42.86,30-01-2023 00:00
T22748,C1446,Alex Taylor,alex.taylor@example.com,Product Inquiry,Phone,Escalated,52.17,31-05-2023 00:00
T22749,C1489,Riley Brown,riley.brown@example.com,Billing,Email,Escalated,54.19,21-12-2023 00:00
T22750,C1892,Jamie Johnson,jamie.johnson@example.com,Technical,Chat,Resolved,56.16,17-04-2023 00:00
T22751,C1890,Taylor Johnson,taylor.johnson@example.com,Product Inquiry,Chat,Resolved,15.42,06-06-2023 00:00
T22752,C1674,Jordan White,jordan.white@example.com,Account Access,Social Media,Escalated,6.68,03-11-2023 00:00
T22753,C1276,Skyler Smith,skyler.smith@example.com,Account Access,Chat,Unresolved,46.24,06-01-2023 00:00
T22754,C1220,Taylor Johnson,taylor.johnson@example.com,Technical,Phone,Pending,36.57,20-02-2023 00:00
T22755,C1704,Alex Anderson,alex.anderson@example.com,Returns,Email,Resolved,66.05,16-08-2023 00:00
T22756,C1987,Chris Johnson,chris.johnson@example.com,Shipping,Phone,Resolved,9.21,28-02-2023 00:00
T22757,C1279,Jamie Garcia,jamie.garcia@example.com,Technical,Phone,Unresolved,26.36,15-02-2023 00:00
T22758,C1926,Skyler Smith,skyler.smith@example.com,Returns,Email,Pending,11.62,27-07-2023 00:00
T22759,C1876,Dakota Clark,dakota.clark@example.com,Returns,Social Media,Unresolved,42.6,20-12-2023 00:00
T22760,C1625,Casey White,casey.white@example.com,Account Access,Email,Pending,39.52,15-09-2023 00:00
T22761,C1614,Casey Johnson,casey.johnson@example.com,Returns,Social Media,Pending,71.71,29-07-2023 00:00
T22762,C1766,Chris Martin,chris.martin@example.com,Returns,Phone,Escalated,6.75,31-10-2023 00:00
T22763,C1715,Alex Smith,alex.smith@example.com,Account Access,Phone,Escalated,9.4,10-04-2023 00:00
T22764,C1620,Morgan Martin,morgan.martin@example.com,Shipping,Email,Unresolved,55.09,09-01-2023 00:00
T22765,C1989,Skyler Lee,skyler.lee@example.com,Returns,Phone,Pending,41.29,13-01-2023 00:00
T22766,C1995,Riley Lee,riley.lee@example.com,Billing,Email,Escalated,7.68,11-01-2023 00:00
T22767,C1461,Dakota Taylor,dakota.taylor@example.com,Billing,Email,Resolved,47.46,03-07-2023 00:00
T22768,C1746,Morgan Lee,morgan.lee@example.com,Returns,Chat,Pending,42.01,29-07-2023 00:00
T22769,C1633,Dakota Brown,dakota.brown@example.com,Billing,Phone,Pending,59.46,08-11-2023 00:00
T22770,C1528,Dakota Garcia,dakota.garcia@example.com,Billing,Social Media,Resolved,21.62,08-10-2023 00:00
T22771,C1885,Alex Brown,alex.brown@example.com,Billing,Email,Resolved,53.44,25-03-2023 00:00
T22772,C1730,Dakota Taylor,dakota.taylor@example.com,Account Access,Email,Resolved,20.84,22-03-2023 00:00
T22773,C1995,Jamie Brown,jamie.brown@example.com,Technical,Phone,Resolved,71.86,07-04-2023 00:00
T22774,C1440,Dakota Lee,dakota.lee@example.com,Account Access,Chat,Resolved,69.67,05-03-2023 00:00
T22775,C1201,Skyler Taylor,skyler.taylor@example.com,Technical,Chat,Pending,69.59,18-02-2023 00:00
T22776,C1444,Jamie Taylor,jamie.taylor@example.com,Shipping,Email,Escalated,24.7,03-09-2023 00:00
T22777,C1225,Morgan Garcia,morgan.garcia@example.com,Billing,Email,Pending,46.63,27-12-2023 00:00
T22778,C1458,Skyler Smith,skyler.smith@example.com,Billing,Phone,Resolved,15.66,21-10-2023 00:00
T22779,C1195,Dakota Anderson,dakota.anderson@example.com,Shipping,Chat,Unresolved,16.78,27-09-2023 00:00
T22780,C1279,Alex Taylor,alex.taylor@example.com,Billing,Phone,Escalated,45.67,31-08-2023 00:00
T22781,C1888,Jordan Garcia,jordan.garcia@example.com,Account Access,Chat,Resolved,13.96,30-07-2023 00:00
T22782,C1926,Chris Clark,chris.clark@example.com,Technical,Social Media,Escalated,17.87,14-06-2023 00:00
T22783,C1845,Casey Brown,casey.brown@example.com,Shipping,Phone,Unresolved,2.2,05-12-2023 00:00
T22784,C1137,Casey Clark,casey.clark@example.com,Product Inquiry,Phone,Pending,46.21,20-11-2023 00:00
T22785,C1318,Alex Taylor,alex.taylor@example.com,Billing,Email,Unresolved,40.1,02-08-2023 00:00
T22786,C1748,Riley White,riley.white@example.com,Account Access,Phone,Unresolved,33.4,30-11-2023 00:00
T22787,C1946,Chris Taylor,chris.taylor@example.com,Technical,Social Media,Resolved,20.4,03-02-2023 00:00
T22788,C1887,Jordan Johnson,jordan.johnson@example.com,Shipping,Social Media,Escalated,44.57,30-11-2023 00:00
T22789,C1875,Jordan Brown,jordan.brown@example.com,Shipping,Email,Pending,11.19,12-09-2023 00:00
T22790,C1727,Morgan Martin,morgan.martin@example.com,Returns,Email,Escalated,44.37,30-05-2023 00:00
T22791,C1880,Jordan Garcia,jordan.garcia@example.com,Billing,Email,Unresolved,7.65,17-06-2023 00:00
T22792,C1243,Casey Taylor,casey.taylor@example.com,Shipping,Social Media,Pending,41.28,11-09-2023 00:00
